"__uid","__parent_uid","language_code","language_name","language_alternateNames","language_dialects","language_status","language_notes","__display_name","language_code2","language_printName","__record_type","language_openTypeTags","language_sortName","language_retired","language_inEthnologue","language_subjectTabFlags","language_localNames"
"762a7bhh62","","naf","Nabak","Naba, Napa, Wain","","L","","Nabak [naf]","","Nabak","micro","","Nabak","","1","87","Nabak"
"4cch5fd579","","nag","Nagamese","Bodo, Kachari Bengali, Naga Creole Assamese, Naga Pidgin, Naga-Assamese, Nagamese Creole, Nagamiz","","L","","Nagamese [nag]","","Nagamese","micro","NAG","Nagamese","","1","67","Nagamiz"
"32e9273c66","","naj","Nalu","Nalou","","L","","Nalu [naj]","","Nalu","micro","","Nalu","","1","67",""
"4a3f4bef5g","","nak","Nakanai","Nakonai","","L","","Nakanai [nak]","","Nakanai","micro","","Nakanai","","1","83",""
"9a79g9c2c2","","nal","Nalik","Fesoa, Fessoa, Lugagon","","L","","Nalik [nal]","","Nalik","micro","","Nalik","","1","67",""
"3dgh42c4f8","","nam","Ngan’gityemerri","Moil, Ngan'gityemerri, Ngangi-Tjemerri, Tyemeri","","L","","Ngan’gityemerri [nam]","","Ngan’gityemerri","micro","","Ngan’gityemerri","","1","67",""
"576686456b","","nan","Chinese, Min Nan","Banlamgi, Banlamgu, Banlamue, Bân-lâm-gú, Min Nam, Min Nan, Minnan, Southern Fujian, Southern Min, Taiwanese","","L","","Chinese, Min Nan [nan]","","Min Nan Chinese","micro","","Chinese, Min Nan","","1","83",""
"eh4hd323c2","","nao","Naaba","Naapa, Naapaa, Naba, Nawa Sherpa","","L","","Naaba [nao]","","Naaba","micro","","Naaba","","1","67",""
"69662596e4","","nap","Napoletano-Calabrese","Napulitano, Neapolitan, Neapolitan-Calabrese","","L","","Napoletano-Calabrese [nap]","","Napoletano-Calabrese","micro","","Napoletano-Calabrese","","1","83","Napulitano"
"feaagb4a63","","naq","Khoekhoe","Bergdamara, Dama, Damaqua, Damara, Haiǁ’om, Khoekhoegowab, Khoekhoegowap, Khoi, Maqua, Nama, Nama (Namibia), Namagowab, Namakwa, Naman, Namaqua, Tama, Tamakwa, Tamma","","L","","Khoekhoe [naq]","","Khoekhoe","micro","","Khoekhoe","","1","67","Khoekhoegowab"
"h4agg9d6a3","","nar","Iguta","Anaguta, Eguta, Guta, Naraguta, Narkuta","","L","","Iguta [nar]","","Iguta","micro","","Iguta","","1","67",""
"6h2fh8cfd8","","nas","Naasioi","Aunge, Kieta, Kieta Talk, Nasioi","","L","","Naasioi [nas]","","Naasioi","micro","","Naasioi","","1","83","Naasioi"
"3gg676gfe8","","nat","Cahungwarya","Ca̱hungwa̱rya̱, Cәhungwә̀ryə̀, Hungworo, Ingwe, Ingwo, Ngwai, Ngwe, Ngwoi, Nkwoi, Ungwai, Ungwe","","L","","Cahungwarya [nat]","","Cahungwarya","micro","","Cahungwarya","","1","83","Cәhungwә̀ryə̀"
"cbd7524geg","","nau","Nauruan","Nauru, dorerin Naoero","","L","","Nauruan [nau]","na","Nauruan","micro","","Nauruan","","1","67","dorerin Naoero"
"5439a4f273","","nav","Navajo","Diné, Diné Bizaad, Naabeehó bizaad, Navaho","","L","","Navajo [nav]","nv","Navajo","micro","","Navajo","","1","83","Diné Bizaad, Naabeehó bizaad"
"a7b86ec89a","","naw","Nawuri","","","L","","Nawuri [naw]","","Nawuri","micro","","Nawuri","","1","83","Nawuri"
"7ff5fgff39","","nax","Nakwi","","","L","","Nakwi [nax]","","Nakwi","micro","","Nakwi","","1","67",""
"2bhdgh53b2","","nay","Ngarrindjeri","Narinjari, Narinyerrie, Narrinjeri, Narrinyeri, Narrin’yerree, Ngarinyeri","","X","","Ngarrindjeri [nay]","","Ngarrindjeri","micro","","Ngarrindjeri","","1","67","Ngarrindjeri"
"hcc9c6de3a","","naz","Nahuatl, Coatepec","Coatepec Aztec, Coatepec Nahuatl, Mexicano, Mexicano de Guerrero, Náhuatl de Coatepec","","L","","Nahuatl, Coatepec [naz]","","Coatepec Nahuatl","micro","","Nahuatl, Coatepec","","1","83",""
"a48beac9b4","","nba","Nyemba","Gangela, Ganguela, Ganguella, Ngangela, Nhemba","","L","","Nyemba [nba]","","Nyemba","micro","","Nyemba","","1","67",""
"f3eebab3da","","nbb","Ndoe","","","L","","Ndoe [nbb]","","Ndoe","micro","","Ndoe","","1","67",""
"efgbaf37c3","","nbc","Naga, Chang","Chang, Chang Naga, Changyanguh, Machongrr, Mochumi, Mochungrr, Mojung","","L","","Naga, Chang [nbc]","","Chang Naga","micro","","Naga, Chang","","1","67","Mochungrr"
"8fab24e7fb","","nbd","Ngbinda","Bangbinda, Bungbinda, Ngminda","","L","","Ngbinda [nbd]","","Ngbinda","micro","","Ngbinda","","1","67",""
"58d476hha3","","nbe","Naga, Konyak","Kanyak, Konyak, Konyak Naga","","L","","Naga, Konyak [nbe]","","Konyak Naga","micro","","Naga, Konyak","","1","67","Konyak"
"e783g5384a","","nbf","Naxi","Lomi, Mu, Nahsi, Nakhi, Nasi (""Moso"", ""Mosso"", ""Mo-Su"")","Lapao, Lichiang, Lutien (Lijiang)","R","","Naxi [nbf]","","Naxi","micro","","Naxi","It has been split into {link:page.php?item_id=language_detail&key=nxq nxq} and {link:page.php?item_id=language_detail&key=nru nru}.","0","64",""
"h65gh6ga5e","","nbg","Nagarchal","Nagar, Nagarchi","","L","","Nagarchal [nbg]","","Nagarchal","micro","","Nagarchal","","1","67",""
"8527576ba6","","nbh","Ngamo","Gamawa, Gamo, Ngamawa","","L","","Ngamo [nbh]","","Ngamo","micro","","Ngamo","","1","67",""
"gd3gh54gae","","nbi","Naga, Mao","Emela, Imela, Imemai, Imemüi, Maikel, Mao, Mao Naga, Memi, Muw, Sopfomie, Sopfomo, Sopvoma, Sopwama, Southern Angami","","L","","Naga, Mao [nbi]","","Mao Naga","micro","","Naga, Mao","","1","67","Imela"
"ead329a3dg","","nbj","Ngarinyman","Airiman, Hainman, Ngaiman, Ngarinman, Ngrarmun","","L","","Ngarinyman [nbj]","","Ngarinyman","micro","","Ngarinyman","","1","67",""
"f4da9g7ggh","","nbk","Nake","Ale","","L","","Nake [nbk]","","Nake","micro","","Nake","","1","67",""
"8bdchae488","","nbl","Ndebele","IsiNdebele, Isikhethu, Ndzundza, Nrebele, South Ndebele, Southern Ndebele, Transvaal Ndebele, isiNdebele","","L","","Ndebele [nbl]","nr","Ndebele","micro","","Ndebele","","1","83","IsiNdebele"
"665f6g37e6","","nbm","Ngbaka Ma’bo","Bouaka, Bwaka, Gbaka, Gbala, Gwaka, Ma’bo, Mbacca, Mbaka, Mbwaka, Nbwaka, Ngbaka Limba, Ngbaka Ma'bo","","L","","Ngbaka Ma’bo [nbm]","","Ngbaka Ma’bo","micro","","Ngbaka Ma’bo","","1","67",""
"48h4hab425","","nbn","Kuri","Modan, Nabi","","L","","Kuri [nbn]","","Kuri","micro","","Kuri","","1","67",""
"bf84a9dh8g","","nbo","Nkukoli","Ekuri, Lokoli, Lokukoli, Nkokolle","","L","","Nkukoli [nbo]","","Nkukoli","micro","","Nkukoli","","1","67",""
"9g29ggc5ha","","nbp","Nnam","Ndem","","L","","Nnam [nbp]","","Nnam","micro","","Nnam","","1","67",""
"c24cfb3456","","nbq","Nggem","","","L","","Nggem [nbq]","","Nggem","micro","","Nggem","","1","67","Nggem"
"efd57b6f45","","nbr","Numana","Arak, Inmwen, Nimana, Numana-Nunku-Gbantu-Numbu","","L","","Numana [nbr]","","Numana","micro","","Numana","","1","67",""
"h53eh7868h","","nbs","Namibian Sign Language","","","L","","Namibian Sign Language [nbs]","","Namibian Sign Language","micro","","Namibian Sign Language","","1","67",""
"g3fe4h8e52","","nbt","Na","","","L","","Na [nbt]","","Na","micro","","Na","","1","83",""
"fbgf646dcd","","nbu","Naga, Rongmei","Kabui, Maruongmai, Nruanghmei, Rongmai, Rongmei, Rongmei Naga, Zeliang","","L","","Naga, Rongmei [nbu]","","Rongmei Naga","micro","","Naga, Rongmei","","1","67","Rongmei"
"h2bhf3da25","","nbv","Ngamambo","Bafuchu, Banja, Mbu, Mungyen, Nga, Ngembo","","L","","Ngamambo [nbv]","","Ngamambo","micro","","Ngamambo","","1","83",""
"d26df2795e","","nbw","Ngbandi, Southern","Mbati, Mongbandi, Mongwandi, Ngbandi-Ngiri, Ngbandi-Sud, Ngwandi, Southern Ngbandi","","L","","Ngbandi, Southern [nbw]","","Southern Ngbandi","micro","","Ngbandi, Southern","","1","67","Ngbandi-Ngiri"
"b8ddg8c498","","nbx","Ngura","","Badjiri, Bidjara, Dhiraila, Garandala, Kalali, Mambangura, Mingbari, Ngurawarla, Punthamara, Wongkumara, Yarumarra (Bundhamara, Galali, Garlali, Wangkumara, Wangumarra)","R","","Ngura [nbx]","","Ngura","micro","","Ngura","It has been split into {link:page.php?item_id=language_detail&key=ekc ekc}, {link:page.php?item_id=language_detail&key=gll gll}, {link:page.php?item_id=language_detail&key=xpt xpt}, {link:page.php?item_id=language_detail&key=xwk xwk} and {link:page.php?item_id=language_detail&key=jbi jbi}.","0","64",""
"fdha74a99b","","nby","Ningera","Nagira, Negira, Ninggera","","L","","Ningera [nby]","","Ningera","micro","","Ningera","","1","67",""
"gg6gdd9g8d","","nca","Iyo","Bure, Nabu, Naho, Nahu, Ndo","","L","","Iyo [nca]","","Iyo","micro","","Iyo","","1","83","Iyo"
"de3b6ac8ag","","ncb","Nicobarese, Central","Central Nicobarese, Mūöt, Nicobar","","L","","Nicobarese, Central [ncb]","","Central Nicobarese","micro","","Nicobarese, Central","","1","83","Mūöt"
"2gb4fae48c","","ncc","Ponam","Rahau Ponam","","L","","Ponam [ncc]","","Ponam","micro","","Ponam","","1","67",""
"2g2ag336g4","","ncd","Nachiring","Bangdale, Bangdel Tûm, Bangdile, Mathsereng, Nacchhering, Nacering Ra, Nachering, Nachering Tûm, Nasring, Nasru Bhra","","L","","Nachiring [ncd]","","Nachiring","micro","","Nachiring","","1","67",""
"724e96222d","","nce","Yale","Nagatiman, Nagatman, Yadë, Yalë, Yarë","","L","","Yale [nce]","","Yale","micro","","Yale","","1","67","Yalë"
"h3ff578936","","ncf","Notsi","Nochi","","L","","Notsi [ncf]","","Notsi","micro","","Notsi","","1","67","Notsi"
"c4fe3ea229","","ncg","Nisga’a","Nass, Nisga'a, Nisgha, Nishga, Nishka, Nisk’a, Nisqa’a","","L","","Nisga’a [ncg]","","Nisga’a","micro","","Nisga’a","","1","83","Nisga'a"
"825dagagcb","","nch","Nahuatl, Central Huasteca","Central Huasteca Nahuatl, Mexicano, Mexicano de la Huasteca Hidalguense, Náhuat, Náhuat de la Huasteca Central, Náhuatl, Náhuatl de la Huasteca, Nāhuatlahtōlli","","L","","Nahuatl, Central Huasteca [nch]","","Central Huasteca Nahuatl","micro","","Nahuatl, Central Huasteca","","1","83","Nāhuatlahtōlli"
"e469d843b2","","nci","Classical Nahuatl","","","H","","Classical Nahuatl [nci]","","Classical Nahuatl","micro","","Classical Nahuatl","","0","83",""
"hd4e2ag5d4","","ncj","Nahuatl, Northern Puebla","Maseual tla’tol, Mexicatl, North Puebla Aztec, North Puebla Sierra Nahuatl, Northern Puebla Nahuatl, Náhuatl del Noroeste Central, Náhuatl del Norte de Puebla","","L","","Nahuatl, Northern Puebla [ncj]","","Northern Puebla Nahuatl","micro","","Nahuatl, Northern Puebla","","1","83","Mexicatl"
"8gc4563d4g","","nck","Na-kara","Kokori, Nagara, Nakara, Nakarra, Nakkara","","L","","Na-kara [nck]","","Na-kara","micro","","Na-kara","","1","67",""
"2af6fe9h8h","","ncl","Nahuatl, Michoacán","Gente natural, Mexicano, Michoacan Aztec, Michoacán Nahuatl, Nahuatl de Michoacán","","L","","Nahuatl, Michoacán [ncl]","","Michoacán Nahuatl","micro","","Nahuatl, MichoacAn","","1","83","Gente natural"
"686cfgh97g","","ncm","Nambo","Arufe, Kerake, Keraki, Nambu, Namna, Nmbo","","L","","Nambo [ncm]","","Nambo","micro","","Nambo","","1","67",""
"54fcaddd3e","","ncn","Neherneh","Nauna, Naune","","L","","Neherneh [ncn]","","Neherneh","micro","","Neherneh","","1","67",""
"4dh8eg6cgf","","nco","Sibe","Nagovis, Nagovisi, Nagovisinarai Karetaake, Sibbe, Sibe-Nagovisi","","L","","Sibe [nco]","","Sibe","micro","","Sibe","","1","83",""
"87bg2bda2a","","ncp","Ndaktup","","Bitui, Ncha (Bitwi)","R","","Ndaktup [ncp]","","Ndaktup","micro","","Ndaktup","It has been merged with {link:page.php?item_id=language_detail&key=kdz kdz}.","1","64",""
"a8b392efdg","","ncr","Nchane","Cane, Ncane, Nchaney, Nchanti, Ntshanti","","L","","Nchane [ncr]","","Nchane","micro","","Nchane","","1","87","Nchane"
"442dc4eh55","","ncs","Nicaraguan Sign Language","ISN, Idioma de Señas de Nicaragua, Lengua de Signos Nicaragüense, Lenguaje de Signos Nicaragüense, NSL","","L","","Nicaraguan Sign Language [ncs]","","Nicaraguan Sign Language","micro","","Nicaraguan Sign Language","","1","83",""
"ec36f53557","","nct","Naga, Chothe","Chawte, Chote, Chothe, Chothe Naga, Chowte","","L","","Naga, Chothe [nct]","","Chothe Naga","micro","","Naga, Chothe","","1","67",""
"2dfa9ag3ag","","ncu","Chumburung","Kyongborong, Kyo̱ŋbo̱ro̱ŋ, Kyo̱ŋbo̱ro̱ŋ-nɔ, Nchimburu, Nchumburu, Nchummuru","","L","","Chumburung [ncu]","","Chumburung","micro","","Chumburung","","1","87","Kyo̱ŋbo̱ro̱ŋ-nɔ"
"e86g384454","","ncx","Nahuatl, Central Puebla","Central Puebla Aztec, Central Puebla Nahuatl, Náhuatl del Suroeste de Puebla, Southwestern Puebla Nahuatl","","L","","Nahuatl, Central Puebla [ncx]","","Central Puebla Nahuatl","micro","","Nahuatl, Central Puebla","","1","83",""
"7a3fdc4eh5","","ncz","Natchez","","","X","","Natchez [ncz]","","Natchez","micro","","Natchez","","1","67",""
"f63bf74ahf","","nda","Ndasa","Andasa, Ndash, Ndasha, Ndassa","","L","","Ndasa [nda]","","Ndasa","micro","","Ndasa","","1","67",""
"9daf49cb8g","","ndb","Kenswei Nsei","Bamessing, Befi, Calebasses, Kensense, Kenswey Nsey, Melamba, Mesing, Ndop-Bamessing, Nsei, Veteng, Vetweng","","L","","Kenswei Nsei [ndb]","","Kenswei Nsei","micro","","Kenswei Nsei","","1","83","Nsei"
"4d69cf2686","","ndc","Ndau","Chindau, Cindau, Ndzawu, Njao, Sofala, Southeast Shona","","L","","Ndau [ndc]","","Ndau","micro","","Ndau","","1","67","Chindau"
"559acg93c6","","ndd","Nde-Nsele-Nta","","","L","","Nde-Nsele-Nta [ndd]","","Nde-Nsele-Nta","micro","","Nde-Nsele-Nta","","1","67",""
"4hgb86db5h","","nde","Ndebele","Isinde’bele, Ndebele of Zimbabwe, North Ndebele, Northern Ndebele, Sindebele, Tabele, Tebele, isiNdebele","","L","","Ndebele [nde]","nd","Ndebele","micro","NDB","Ndebele","","1","83","isiNdebele"
"5e287a8cf8","","ndg","Ndengereko","Kindengereko, Kingengereko, Ndengeleko","","L","","Ndengereko [ndg]","","Ndengereko","micro","","Ndengereko","","1","83",""
"53fdcfhaef","","ndh","Ndali","Chindali, Cindali, Ici-Ndali, Icindali, Kindali, Ndari","","L","","Ndali [ndh]","","Ndali","micro","","Ndali","","1","83","Chindali"
"d8f7gac928","","ndi","Samba Leko","Chamba Leeko, Chamba Leko, Lego, Leko, Lekon, Ndi, Sama, Samba, Samba Leeko, Suntai","","L","","Samba Leko [ndi]","","Samba Leko","micro","","Samba Leko","","1","83","Sama"
"326cabd4be","","ndj","Ndamba","Kindamba","","L","","Ndamba [ndj]","","Ndamba","micro","","Ndamba","","1","83","Ndamba"
"c97egh3gc6","","ndk","Ndaka","Indaaka, Ndaaka","","L","","Ndaka [ndk]","","Ndaka","micro","","Ndaka","","1","83",""
"7g89fdgc35","","ndl","Ndolo","Mosange, Ndoolo, Tando","","L","","Ndolo [ndl]","","Ndolo","micro","NDB","Ndolo","","1","67",""
"hd3e7e6f25","","ndm","Ndam","Dam, Ndamm","","L","","Ndam [ndm]","","Ndam","micro","","Ndam","","1","83",""
"28haca7396","","ndn","Ngundi","Ingundi, Ngondi","","L","","Ngundi [ndn]","","Ngundi","micro","","Ngundi","","1","67",""
"284f22827c","","ndo","Ndonga","Ambo, Ochindonga, Oshindonga, Oshiwambo, Osindonga, Otjiwambo, Owambo","","L","","Ndonga [ndo]","ng","Ndonga","micro","NDG","Ndonga","","1","67","Oshindonga, Oshiwambo"
"d58adc4752","","ndp","Kebu","Kebutu, Kebu’tu, Ke’bu, Ndo, Ndu, Okebu, Oke’bu","","L","","Kebu [ndp]","","Kebu","micro","","Kebu","","1","83",""
"f8856h4c48","","ndq","Ndombe","Dombe","","L","","Ndombe [ndq]","","Ndombe","micro","","Ndombe","","1","67",""
"b74aggcc7b","","ndr","Ndoola","Ndola, Ndoro, Njoyame, Nundoro","","L","","Ndoola [ndr]","","Ndoola","micro","","Ndoola","","1","83",""
"gghcea5e3b","","nds","Low German","Low Saxon","","L","","Low German [nds]","","Low German","micro","","Low German","","1","83","Nedderdüütsch, Plattdüütsch"
"5beff9dg4f","","ndt","Ndunga","Bondonga, Modunga, Mondugu, Mondunga","","L","","Ndunga [ndt]","","Ndunga","micro","","Ndunga","","1","67",""
"fhgc4fch2e","","ndu","Dugun","Pani, Panon, Pape, Pa’non, Saa","","L","","Dugun [ndu]","","Dugun","micro","","Dugun","","1","83",""
"a5gf42bg69","","ndv","Ndut","Ndoute, Ndút","","L","","Ndut [ndv]","","Ndut","micro","","Ndut","","1","87","Ndút"
"b5a4e3442h","","ndw","Ndobo","Ndoobo","","L","","Ndobo [ndw]","","Ndobo","micro","","Ndobo","","1","67",""
"d9686db24h","","ndx","Nduga","Dauwa, Dawa, Ndauwa, Ndugwa, Pesecham, Pesechem, Pesegem","","L","","Nduga [ndx]","","Nduga","micro","","Nduga","","1","67",""
"3g698cf89f","","ndy","Lutos","Rito, Ruto","","L","","Lutos [ndy]","","Lutos","micro","","Lutos","","1","83",""
"68653c4c5h","","ndz","Ndogo","Co Ndogo","","L","","Ndogo [ndz]","","Ndogo","micro","","Ndogo","","1","87","Co Ndogo"
"2h7d258469","","nea","Ngad’a, Eastern","Eastern Ngad'a, Southeast Ngada","","L","","Ngad’a, Eastern [nea]","","Eastern Ngad’a","micro","","Ngad’a, Eastern","","1","67",""
"g6cfgb3656","","neb","Toura","Toura (Côte d'Ivoire), Tura, Ween, Wɛɛn","","L","","Toura [neb]","","Toura","micro","","Toura","","1","67","Wɛɛn"
"h4cf93964g","","nec","Nedebang","Balungada, Klamu, Nédebang","","L","","Nedebang [nec]","","Nedebang","micro","","Nedebang","","1","67",""
"ac22779445","","ned","Nde-Gbite","Biti, Bötö","","L","","Nde-Gbite [ned]","","Nde-Gbite","micro","","Nde-Gbite","","1","67",""
"7edec3g5ad","","nee","Nêlêmwa-Nixumwak","Fwa-Goumak, Koumac, Kumak","","L","","Nêlêmwa-Nixumwak [nee]","","Nêlêmwa-Nixumwak","micro","","NElEmwa-Nixumwak","","1","67",""
"32g4bb35dh","","nef","Nefamese","Arunamese","","L","","Nefamese [nef]","","Nefamese","micro","","Nefamese","","1","67",""
"3ecdgada3e","","neg","Negidal","Elkembey, El’kan Beye, Ilkan Beye, Neghidal, Negidaly","","L","","Negidal [neg]","","Negidal","micro","","Negidal","","1","67",""
"68467dce9g","","neh","Nyenkha","Henkha, Lap, Mangdhika, Mangsdekha, Upper Mangdep","","L","","Nyenkha [neh]","","Nyenkha","micro","","Nyenkha","","1","67",""
"h7bd829h5b","","nej","Neko","Yarete","","L","","Neko [nej]","","Neko","micro","","Neko","","1","67",""
"782bf6eabg","","nek","Neku","","","L","","Neku [nek]","","Neku","micro","","Neku","","1","67",""
"5f2h393h37","","nem","Nemi","","","L","","Nemi [nem]","","Nemi","micro","","Nemi","","1","67",""
"df3469hh6e","","nen","Nengone","Iwatenu, Mare, Marean, Nengonese, Pene Nengone","","L","","Nengone [nen]","","Nengone","micro","","Nengone","","1","67","Nengone"
"ba66gh363e","","neo","Ná-Meo","","","L","","Ná-Meo [neo]","","Ná-Meo","micro","","NA-Meo","","1","67",""
"35ahg2fgh3","","nep","Nepali (macrolanguage)","","","L","","Nepali (macrolanguage) [nep]","ne","Nepali (macrolanguage)","macro","NEP","Nepali (macrolanguage)","","1","83","नेपाली"
"26a68795g8","","neq","Mixe, North Central","Ayuuk, Hayuuk, North Central Mixe, Northeastern Mixe","","L","","Mixe, North Central [neq]","","North Central Mixe","micro","","Mixe, North Central","","1","67","Ayuuk"
"6gd3fac262","","ner","Yahadian","Jahadian, Nerigo, Yabin Yahadian","","L","","Yahadian [ner]","","Yahadian","micro","","Yahadian","","1","67",""
"56f4hg4a4f","","nes","Kinnauri, Bhoti","Bhotea of Upper Kinnauri, Bhoti Kinnauri, Bod-Skad, Bud-Kat, Myamkat, Myamskad, Nyamkat, Nyamskad, Puh, Sangs-Rgyas, Sangyas","","L","","Kinnauri, Bhoti [nes]","","Bhoti Kinnauri","micro","","Kinnauri, Bhoti","","1","67",""
"bddc7e2eh4","","net","Nete","Iniai, Malamauda, Malaumanda, Malumanda","","L","","Nete [net]","","Nete","micro","","Nete","","1","67",""
"a9c88e5e9f","","nev","Nyaheun","Hin, Hoen, Hun, Nha Heun, Nia Hoen, Niahon, Nyah Heuny, Nyahön, Yaheun","","L","","Nyaheun [nev]","","Nyaheun","micro","","Nyaheun","","1","67",""
"e5cdb96d9h","","new","Newar","Nepal Bhasa, Newa Bhaye, Newaah Bhaae, Newaah Bhaaye, Newah, Newal Bhaye","","L","","Newar [new]","","Newar","micro","NEW","Newar","","1","87","नेपाल भाषा, नेवाः भाय्"
"h92fe5ef2g","","nex","Neme","","","L","","Neme [nex]","","Neme","micro","","Neme","","1","67",""
"8a4fc6fh7f","","ney","Neyo","Gwibwen, Towi","","L","","Neyo [ney]","","Neyo","micro","","Neyo","","1","67",""
"d3agfb9ehc","","nez","Nez Perce","Niimi’ipuutímt, Niimíipu, Nuumiipuutimt","","L","","Nez Perce [nez]","","Nez Perce","micro","","Nez Perce","","1","67","Niimi'ipuutímt"
"fec729cb94","","nfa","Dhao","Dao, Kahore, Lii Dhao, Ndao, Ndaonese, Ndaundau","","L","","Dhao [nfa]","","Dhao","micro","","Dhao","","1","83","Lii Dhao"
"2bb5aah783","","nfd","Ahwai","","","L","","Ahwai [nfd]","","Ahwai","micro","","Ahwai","","1","67",""
"d369g8dh86","","nfg","Nyeng","Hanyeng, Ningon","","R","","Nyeng [nfg]","","Nyeng","micro","","Nyeng","It has been merged with {link:page.php?item_id=language_detail&key=nfd nfd}.","0","64",""
"69h54ffdg9","","nfk","Shakara","Isakara, Tari","","R","","Shakara [nfk]","","Shakara","micro","","Shakara","It has been merged with {link:page.php?item_id=language_detail&key=nfd nfd}.","0","64",""
"g7eh5dh8c7","","nfl","Äiwoo","Ayiwo, Aïwo, Gnivo, Lomlom, Naaude, Nifilole, Nivo, Reef Islands, Reefs","","L","","Äiwoo [nfl]","","Äiwoo","micro","","Aiwoo","","1","67",""
"f8h55c2789","","nfr","Nafaanra","Banafo, Banda, Dzama, Gambo, Nafaara, Nafana","","L","","Nafaanra [nfr]","","Nafaanra","micro","","Nafaanra","","1","67","Nafaanra"
"7ha32e98ch","","nfu","Mfumte","Mfɨ́ti, Nfumte","","L","","Mfumte [nfu]","","Mfumte","micro","","Mfumte","","1","83","Mfɨ́ti"
"8993467ge6","","nga","Ngbaka","Ngbaka Gbaya, Ngbaka Minagende","","L","","Ngbaka [nga]","","Ngbaka","micro","","Ngbaka","","1","67","Ngbaka"
"ed99d3hc3c","","ngb","Ngbandi, Northern","Baza, Mongwandi, Ngbandi, Ngbandi du Nord, Ngwandi, Northern Ngbandi","","L","","Ngbandi, Northern [ngb]","","Northern Ngbandi","micro","","Ngbandi, Northern","","1","83","Ngbandi"
"eb4a8a4f6b","","ngc","Ngombe","Lingombe, Ngombe (Democratic Republic of Congo)","","L","","Ngombe [ngc]","","Ngombe","micro","","Ngombe","","1","67",""
"gz6rxvdfu6","","cpo","Kpeego","Noumou, Noumoukan, Numu","","L","","Kpeego [cpo]","","Kpeego","micro","","Kpeego","","1","67",""
"e7acg5dg5h","","ngd","Ngando","Bagandou, Bangandou, Bodzanga, Dingando, Ngando (Central African Republic), Ngando-Kota","","L","","Ngando [ngd]","","Ngando","micro","","Ngando","","1","67",""
"f43cba6bae","","nge","Ngemba","Ba-Ndom, Megimba, Mogimba, Mundum, Ngomba, Nguemba","","L","","Ngemba [nge]","","Ngemba","micro","","Ngemba","","1","83",""
"894ca29825","","ngg","Ngbaka Manza","","","L","","Ngbaka Manza [ngg]","","Ngbaka Manza","micro","","Ngbaka Manza","","1","67",""
"8f3f5b7a6c","","ngh","Nǁng","Nghuki, Ng’uki, Nǀhuuki, Nǀu, Nǀuu, Nǀuuki, ‡Khomani","","L","","Nǁng [ngh]","","Nǁng","micro","","N~ng","","1","67",""
"8a2c642436","","ngi","Ngizim","Ngezzim, Ngizmawa","","L","","Ngizim [ngi]","","Ngizim","micro","","Ngizim","","1","67",""
"g5e77a4294","","ngj","Ngie","Angie, Baminge, Baninge, Mingi, Ngi, Ugie, Ungie","","L","","Ngie [ngj]","","Ngie","micro","","Ngie","","1","83","Ungie"
"55e5bh7b2f","","ngk","Dalabon","Bouin, Boun, Buan, Buin, Buwan, Dangbon, Gundangbon, Nalabon, Ngalabon, Ngalkbon, Ngalkbun","","L","","Dalabon [ngk]","","Dalabon","micro","","Dalabon","","1","67",""
"5g62bdddeb","","ngl","Lomwe","Acilowe, Alomwe, Chilowe, Cilowe, Elhomwe, Elomwe, Ilomwe, Ingulu, Lomue, Mihavane, Mihavani, Mihawani, Ngulu, Nguru, Walomwe, West Makhuwa, Western Makua","","L","","Lomwe [ngl]","","Lomwe","micro","LMW","Lomwe","","1","67","Elhomwe"
"54e93g8d4h","","ngm","Ngatik Men’s Creole","Ngatik Men's Creole, Ngatikese, Ngatikese Men’s Language","","L","","Ngatik Men’s Creole [ngm]","","Ngatik Men’s Creole","micro","","Ngatik Men’s Creole","","1","67",""
"aa5ce8ae48","","ngn","Ngwo","Engwo, Ngwaw","","L","","Ngwo [ngn]","","Ngwo","micro","","Ngwo","","1","83",""
"b6b7d24h3b","","ngo","Ngoni","Angoni, Chingoni, Cingoni, Kingoni, Kisutu, Sutu, Xingoni","","R","","Ngoni [ngo]","","Ngoni","micro","NKO, SXT","Ngoni","It has been split into {link:page.php?item_id=language_detail&key=xnj xnj} and {link:page.php?item_id=language_detail&key=xnq xnq}.","1","83",""
"gd4c4gfe59","","ngp","Ngulu","Geja, Kingulu, Kinguu, Nguru, Nguu, Wayomba","","L","","Ngulu [ngp]","","Ngulu","micro","","Ngulu","","1","83",""
"ff36d687f5","","ngq","Ngoreme","Dengurume, Ekengoreme, Ikingurimi, Kengoreme, Kingereme, Kingoreme, Ngruimi, Ngurimi, Nguruimi","","L","","Ngoreme [ngq]","","Ngoreme","micro","","Ngoreme","","1","83","Kengoreme"
"ed9cdfhb5h","","ngr","Engdewu","Nagu, Nanggu, Nangu","","L","","Engdewu [ngr]","","Engdewu","micro","","Engdewu","","1","67",""
"256ddgfe48","","ngs","Gvoko","Gavoko, Gevoko, Ghboko, Gәvoko, Kuvoko, Nggweshe, Ngoshe Sama, Ngoshe-Ndhang, Ngoshi, Ngossi, Ngweshe-Ndaghang, Ngweshe-Ndhang","","L","","Gvoko [ngs]","","Gvoko","micro","","Gvoko","","1","83",""
